5 5.48
10 16.33
15 9.90666666666667
20 8.28
25 7.9328
30 8.26555555555556
35 8.31183673469388
40 8.234375
45 8.76740740740741
50 7.464
55 6.69652892561983
60 6.90472222222222
65 6.89656804733728
70 6.77183673469388
75 7.71768888888889
80 6.80109375
85 7.0478892733564
90 7.09691358024691
95 7.3184487534626
100 6.8293
105 7.65342403628118
110 5.76115702479339
115 5.97255198487713
120 6.69361111111111
125 6.752448
130 6.78366863905325
135 5.66063100137174
140 6.17015306122449
145 6.40656361474435
150 6.80506666666667
155 5.63026014568158
160 5.7378125
165 6.37726354453627
170 5.92861591695502
175 6.80300408163265
180 5.96706790123457
185 5.47038714390066
190 6.36570637119114
195 6.39939513477975
200 5.910775
205 6.49294467578822
210 6.07839002267574
215 5.563893996755
220 6.33146694214876
225 6.09406419753086
230 6.04852551984877
235 5.85381620642825
240 6.04977430555556
245 6.3096876301541
250 5.521776
255 6.20346020761246
260 5.74637573964497
265 6.59859024563902
270 6.57681755829904
275 5.8848
280 5.91545918367347
285 6.45136349646045
290 5.63366230677765
295 6.07895432347027
300 6.24916666666667
305 6.30821822090836
310 5.63762747138397
315 5.44116906021668
320 5.566328125
325 5.67430059171598
330 5.96556473829201
335 5.74397861439073
340 6.03019031141868
345 6.07034656584751
350 5.97182857142857
355 5.8233287046221
360 5.80837962962963
365 6.41878025896041
370 5.64420014609204
375 5.82769066666667
380 5.60480609418283
385 5.62156856130882
390 6.09550295857988
395 6.15464188431341
